1,99758582.14285716,106996503.42857142,107054356.35714287,111432830.42857145,104719354.07142857,104057250.35714287,100591501.2142857,100163586.35714287,100293557.78571425,128002505.4285714,593454452.0714285,610423141.5714288,630946643.2857144,606542244.0714287,607517202.8571428,573227004.0714285,562883550.2857144,552415332.2857144,585462995.7857144,753709642.4285715,1045351087.4285712,1035528192.7142856,1038275196.6428571,1071098161.2857143,772246504.2857144,762391937.4285717,734952720.0714285,745247087.2142855,741940561.5714288,749187487.7857143,802732526.3571429
2,39146108.083333336,34126226.25,34054513.949999996,31991006.649999995,32076194.399999995,35573717.708333336,35043400.708333336,35152961.20833333,34900814.70833333,47546260.449999996,180885012.8333333,220221622.84848484,224220167.57575753,216916445.9393939,216410324.4848485,201389692.3030303,125741299.6923077,205541982.1212121,204715311.39393938,213948026.59999996,150511653.030303,179872717.93939394,180454726.12121215,140563310.30303028,219995094.24999997,127420215.5,117563033.91666664,120974382.91666669,121298754.66666666,123880608.91666667,136807270.5833333
3,9739356.226190476,12058197.041666664,10370298.32142857,12105290.083333334,26519532.9,12795340.299999997,12542398.666666664,13063594.666666666,13194084.666666666,22903572.96666667,53148631.949999996,49210067.83333333,60884122.26190476,64009030.09523809,45918778.77777778,35555368.77777778,38806056.6,37419115.1,40911663.111111104,60916999.375,66117150.952380955,57208192.452380955,56427465.708333336,52104724.375,49575306.55555555,48006767.88888889,47427419.666666664,47259347.66666667,49481065.22222222,49627319.666666664,68990536.65714286
4,9659342.892857142,7437073.833333333,9669582.32142857,7734789.666666667,10624279.000000002,8069741.333333335,8895811.249999998,8563578.666666668,11174043.466666665,7529089.466666667,20626563.16666667,18143917.166666668,13206127.733333332,18545382.916666668,18562121.416666668,13212012.666666668,14812674.357142856,23589748.535714284,12803973.916666668,35919116.52380952,43188144.52380952,56035485.916666664,40404163.16666667,21582714.208333332,33966394.33333333,32397855.666666668,32671475.30952381,24603502.666666668,35531222.73809524,36809881.88095239,32763761.214285713
5,3349184.0833333335,6736357.833333333,3910244.75,6062395.333333333,7421403.333333332,6912865.333333334,3339149.75,8858796.0,8597870.5,3390827.0,18758790.833333336,5780098.0,11162134.083333332,12104044.595238095,5746747.75,16857289.54761905,3450589.3,3640863.166666667,11897551.416666668,25948929.366666667,33217957.366666667,32889571.033333335,42309837.43333333,32109302.333333336,32845425.666666668,32224112.833333336,25741929.64285714,34134460.23809524,13210310.666666666,14154036.880952382,31807245.714285713
6,3261372.8333333335,2365857.416666667,6588904.583333333,2897213.333333333,7730848.333333332,4875028.416666667,2248824.8333333335,5209214.083333334,2433139.75,2984594.0,16563333.733333334,4996847.833333334,3538041.6666666665,7194587.266666666,3232771.6666666665,2207620.3333333335,2257298.5,1952003.0000000002,12573255.25,25042506.866666667,32094654.833333336,9050489.666666668,31737221.000000004,32035235.833333336,1756606.5,31041802.166666668,30990557.083333336,30850306.166666668,9350071.333333334,31382995.666666664,26669829.5
7,593377.4166666666,2626797.5,6573887.583333333,5477993.166666667,4672104.5,1222731.25,1075921.25,7353930.166666666,7227733.25,1879943.4166666665,4145837.166666667,2407961.75,3109076.666666667,4556052.75,2881809.5,3431181.833333333,2400409.8000000003,2035223.3333333335,1647440.1666666667,1696242.3333333333,31710550.333333336,31663576.000000004,2040130.3666666665,30914267.166666668,32594696.666666668,31026158.000000004,22972436.916666664,30815791.333333336,2008267.2500000002,26111487.0,24011168.0
8,6338337.25,2557849.0,2201068.833333333,2963842.5,1145936.6666666667,1307285.1666666667,1196259.3333333333,1061652.75,1613272.1666666665,700741.25,3524953.9999999995,2199765.5,2037355.8333333335,1758707.3333333335,1801100.0,950235.6666666667,1478857.1666666667,966356.5,1460890.0,24594908.166666664,31076690.166666664,30840458.333333336,1053792.2,1480171.1666666667,32393584.166666668,24138443.25,23940959.666666664,8153110.666666667,30011000.75,30783302.666666664,26744668.0
9,517246.25000000006,475924.0833333333,2542832.0,545960.8333333334,6414569.999999999,1479766.1666666667,643063.0000000001,1337398.3333333333,3976595.4166666665,1871377.0,3080362.333333334,1816615.75,1705624.8333333335,1691114.5,1744304.0,1709506.0,594862.6666666666,1176419.0,1510179.5,23679636.0,30755445.666666664,307502.0,30711886.166666664,357101.75,22972386.666666664,22774263.333333332,8126081.833333335,22756320.666666664,1262344.8333333335,25799327.0,23013302.0
10,251920.3333333333,733515.0,2862195.166666667,1996005.9999999998,330417.3333333333,999700.6666666666,544458.0,196458.25,501359.75,587902.5,1149921.9999999998,398355.75,1638032.0,1684140.0,1694191.5,1093881.6666666667,480840.6666666667,1034335.0,202681.16666666663,23566892.0,170575.5,1004305.1666666665,1099401.3333333333,323877.6666666666,32292542.833333332,344814.6666666667,23818001.0,23852839.0,132419.83333333334,109337.5,3154739.4999999995
11,367428.3333333333,121405.5,731638.0,1889933.3333333335,127073.0,249454.5,222561.50000000003,537483.5,427476.00000000006,611831.5,427476.00000000006,2009606.0,941081.5,941081.5,1631057.5,971843.0,193788.0,969877.0,1316245.5,23539207.5,144857.0,67883.0,181187.5,167073.5,137099.5,178611.16666666666,22731060.0,1179964.0000000002,1193965.5000000002,25724112.0,1020556.0000000001
12,52457.0,748315.0,406873.50000000006,1175810.9999999998,96356.99999999999,44742.5,346153.5,192087.50000000003,198304.5,346153.5,346153.5,591346.0000000001,934107.0,934107.0,734686.5,757114.5,998016.5,116960.0,966586.5,472683.00000000006,421840.50000000006,176759.0,93007.0,111381.0,22758537.5,50039.0,32231.000000000004,1155643.5000000002,64040.5,8059470.666666668,997866.0000000001
13,20684.5,119450.0,68948.5,628865.0,14268.500000000002,14268.500000000002,30473.999999999996,406233.00000000006,14268.500000000002,14268.500000000002,6974.5,185113.00000000003,906422.5,53082.5,906422.5,27684.5,906422.5,25718.500000000004,60163.99999999999,102692.5,906422.5,74066.49999999999,74066.49999999999,4428.5,25718.500000000004,102692.5,25718.500000000004,8688.5,22690.0,1129925.0000000002,22655845.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
