1144.0, 0.8295, 23.0, 13.0, 2.0, 83.0, 3.0, 12.0
3925.0, 2.85347, 107.0, 13.0, 15.0, 287.0, 4.0, 4.0
4709.0, 3.42344, 183.0, 43.0, 28.0, 381.0, 18.0, 24.0
8601.0, 5.82545, 237.0, 31.0, 40.0, 260.0, 16.0, 22.0
3505.0, 2.54813, 217.0, 0.0, 0.0, 537.0, 4.0, 3.0
1344.0, 0.97708, 101.0, 0.0, 0.0, 501.0, 19.0, 38.0
6697.0, 4.49576, 240.0, 19.0, 15.0, 418.0, 14.0, 17.0
4878.0, 3.129, 108.0, 25.0, 23.0, 438.0, 14.0, 20.0
10119.0, 6.99882, 230.0, 42.0, 95.0, 337.0, 12.0, 17.0
3134.0, 2.27841, 125.0, 9.0, 4.0, 521.0, 20.0, 20.0
7818.0, 5.68368, 178.0, 36.0, 23.0, 451.0, 10.0, 16.0
4656.0, 2.93489, 133.0, 32.0, 30.0, 546.0, 14.0, 20.0
1128.0, 0.82005, 78.0, 0.0, 0.0, 333.0, 4.0, 4.0
5065.0, 3.37328, 140.0, 18.0, 19.0, 358.0, 8.0, 10.0
243.0, 0.17666, 26.0, 0.0, 0.0, 162.0, 9.0, 17.0
3881.0, 2.43908, 107.0, 153.0, 20.0, 386.0, 19.0, 32.0
2526.0, 1.8364, 142.0, 0.0, 0.0, 407.0, 14.0, 17.0
7679.0, 5.58263, 221.0, 42.0, 19.0, 355.0, 22.0, 32.0
5183.0, 3.4736, 186.0, 18.0, 12.0, 363.0, 8.0, 9.0
1925.0, 1.39947, 87.0, 0.0, 0.0, 502.0, 12.0, 14.0
6553.0, 4.76403, 165.0, 31.0, 12.0, 0.0, 0.0, 0.0
4981.0, 3.62046, 196.0, 0.0, 0.0, 645.0, 10.0, 13.0
12258.0, 8.91156, 365.0, 26.0, 3.0, 335.0, 1.0, 3.0
27375.0, 19.90162, 359.0, 159.0, 121.0, 327.0, 7.0, 15.0
10916.0, 7.93593, 280.0, 22.0, 5.0, 226.0, 3.0, 8.0
1690.0, 1.22863, 94.0, 0.0, 0.0, 514.0, 10.0, 11.0
4199.0, 2.43036, 148.0, 31.0, 54.0, 457.0, 16.0, 25.0
4797.0, 2.81785, 122.0, 13.0, 30.0, 441.0, 16.0, 21.0
3781.0, 2.20717, 108.0, 14.0, 17.0, 549.0, 24.0, 33.0
7325.0, 5.32527, 184.0, 13.0, 7.0, 415.0, 12.0, 27.0
3800.0, 2.7626, 145.0, 0.0, 0.0, 323.0, 9.0, 9.0
1314.0, 0.95527, 66.0, 0.0, 0.0, 261.0, 5.0, 5.0
20575.0, 15.01832, 364.0, 60.0, 61.0, 464.0, 11.0, 15.0
27306.0, 19.85146, 329.0, 62.0, 123.0, 391.0, 12.0, 15.0
11298.0, 8.25662, 250.0, 21.0, 16.0, 273.0, 2.0, 2.0
4716.0, 3.0185, 144.0, 9.0, 21.0, 545.0, 15.0, 17.0
3545.0, 2.46816, 107.0, 13.0, 16.0, 375.0, 17.0, 18.0
1044.0, 0.75898, 62.0, 0.0, 0.0, 162.0, 10.0, 17.0
8828.0, 6.41795, 266.0, 6.0, 4.0, 386.0, 15.0, 19.0
4910.0, 2.91454, 156.0, 22.0, 27.0, 457.0, 14.0, 18.0
2933.0, 2.13229, 149.0, 0.0, 0.0, 499.0, 14.0, 18.0
5464.0, 3.96723, 173.0, 19.0, 12.0, 399.0, 21.0, 27.0
3550.0, 2.58085, 143.0, 6.0, 3.0, 348.0, 17.0, 19.0
3116.0, 2.26533, 116.0, 12.0, 1.0, 391.0, 22.0, 32.0
5153.0, 3.74623, 103.0, 27.0, 8.0, 521.0, 21.0, 23.0
3586.0, 2.60702, 129.0, 8.0, 1.0, 464.0, 21.0, 38.0
2108.0, 1.53251, 113.0, 0.0, 0.0, 494.0, 19.0, 35.0
2274.0, 1.65319, 133.0, 0.0, 0.0, 605.0, 18.0, 30.0
7452.0, 5.4176, 191.0, 13.0, 20.0, 403.0, 24.0, 37.0
5069.0, 3.68516, 158.0, 18.0, 7.0, 523.0, 21.0, 34.0
5271.0, 3.83201, 203.0, 0.0, 0.0, 423.0, 33.0, 60.0
4608.0, 3.35001, 145.0, 10.0, 5.0, 504.0, 38.0, 55.0
6702.0, 4.87235, 247.0, 0.0, 0.0, 412.0, 23.0, 33.0
6472.0, 4.70514, 205.0, 14.0, 16.0, 262.0, 8.0, 16.0
949.0, 0.68992, 69.0, 0.0, 0.0, 561.0, 19.0, 20.0
5444.0, 3.95778, 138.0, 24.0, 8.0, 520.0, 29.0, 37.0
4147.0, 3.01486, 122.0, 23.0, 15.0, 439.0, 22.0, 32.0
6288.0, 4.57137, 116.0, 31.0, 17.0, 427.0, 25.0, 26.0
732.0, 0.53216, 58.0, 0.0, 0.0, 466.0, 38.0, 50.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
499.0, 0.36277, 24.0, 0.0, 0.0, 401.0, 12.0, 16.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
