4709.0, 3.42344, 183.0, 43.0, 28.0, 381.0, 18.0, 24.0
8601.0, 5.82545, 237.0, 31.0, 40.0, 260.0, 16.0, 22.0
3505.0, 2.54813, 217.0, 0.0, 0.0, 537.0, 4.0, 3.0
1344.0, 0.97708, 101.0, 0.0, 0.0, 501.0, 19.0, 38.0
6697.0, 4.49576, 240.0, 19.0, 15.0, 418.0, 14.0, 17.0
4878.0, 3.129, 108.0, 25.0, 23.0, 438.0, 14.0, 20.0
10119.0, 6.99882, 230.0, 42.0, 95.0, 337.0, 12.0, 17.0
3134.0, 2.27841, 125.0, 9.0, 4.0, 521.0, 20.0, 20.0
7818.0, 5.68368, 178.0, 36.0, 23.0, 451.0, 10.0, 16.0
4656.0, 2.93489, 133.0, 32.0, 30.0, 546.0, 14.0, 20.0
1128.0, 0.82005, 78.0, 0.0, 0.0, 333.0, 4.0, 4.0
5065.0, 3.37328, 140.0, 18.0, 19.0, 358.0, 8.0, 10.0
243.0, 0.17666, 26.0, 0.0, 0.0, 162.0, 9.0, 17.0
3881.0, 2.43908, 107.0, 153.0, 20.0, 386.0, 19.0, 32.0
